355041	Happy birthday, Muiriel!
323664*	We should know the result by Thursday.
1989764	You, too, know Mr. Kimura, don't you?
323643	The Kiso River is often called the Rhine of Japan.
323631*	Wood burns easily.
323600*	The leaves are turning red.
323574*	The tree fell down.
323566*	Many trees fell down.
323560	Guide dogs help blind people.
1384889	It appears that you have appendicitis.
323550*	Beware of the dog!
2769828*	Please give me a blanket.
2662026	I believe that I had ordered a blanket.
2233700*	This is interesting.
323522*	You'll get into trouble.
854428*	Show me your driving license, please.
54313*	I'm sorry to trouble you.
323487*	You'll get lost.
3391823	I will go at your house tomorrow.
1428019	If you get up early tomorrow, you can see the rising sun.
2510235*	May I visit your office tomorrow morning?
5130253*	Please visit me tomorrow.
3218368*	I'll see you tomorrow at school.
71840*	There is no telling what will happen tomorrow.
323368	I do not know if it will rain tomorrow.
436855*	I need it by tomorrow.
323324*	Come again tomorrow.
323324*	Come again tomorrow.
323323*	I'm going to go on a picnic tomorrow.
506460*	Tomorrow is Sunday.
323309*	It will be cloudy tomorrow.
323306*	It is likely to be fine tomorrow.
323299*	It'll snow tomorrow.
323295*	Will it be fine tomorrow?
323285	Occasional showers are possible tomorrow.
71844*	Tomorrow is my birthday.
323278*	Tomorrow is a holiday.
323279*	I'll be absent tomorrow.
323268*	I'm afraid it may rain tomorrow.
475766*	Will it rain tomorrow?
323258*	It may rain tomorrow.
323257*	I wonder if it will rain tomorrow.
323260*	I don't think that it will rain tomorrow.
323257*	I wonder if it will rain tomorrow.
323256*	I plan to stay at home all day tomorrow.
323251	I am going on a picnic tomorrow.
323248*	We have a test tomorrow.
386766*	Tomorrow is Christmas.
323235*	Let's visit some temples tomorrow.
939946*	Please wake me up at 6 tomorrow morning.
323209*	Come tomorrow morning.
3391841	Tomorrow morning, we will leave Japan.
323173*	I'll be waiting for you at the station tomorrow morning.
1474130*	Is everything ready for tomorrow?
323163*	This time tomorrow I'll be studying in the library.
4764482*	Please come to see me tomorrow.
323114*	I will ask him about it tomorrow.
323114*	I will ask him about it tomorrow.
323113*	I'll bring it to you tomorrow.
323110*	I'll have this radio fixed tomorrow.
323108*	He said that he would come back here tomorrow.
497969*	See you tomorrow.
463456*	There will be snow tomorrow.
323037*	I'll see you at nine tomorrow morning.
1085906	明子はフランスに友達が何人かいる。
323018*	Come and see me the day after tomorrow.
3348130	He hasn't said so explicitly, but he's let it be understood that I was lying.
323009	She waved her hand to me, smiling brightly.
322999*	It was apparent that he did not understand what I had said.
322984*	Put out the light.
322968*	The light is on.
322954*	Please add my name to the list.
322950*	Please have a seat and wait until your name is called.
250101*	Please tell me your name.
408293*	What's your name?
322901	A good idea occurred to me.
322885*	My daughter has braces.
322876	My daughter is cutting her permanent teeth.
322866*	He had one daughter.
322858	The mountain was blurred by fog.
322841*	Is it free?
2111437*	That's free.
322830*	Don't work too hard!
435568*	Don't overexert yourself.
322812*	It was a wild goose chase.
322784*	I felt left out.
593231*	I have nothing to do with that.
322772	She was very glad to find the purse she had given up for lost.
1260753*	It's like a dream.
322761	One's dreams do not always come true.
322759	Dreams came true.
322757*	Dreams come true.
322755	Anything can happen in the world of dreams.
322750*	It may not be a dream.
1189413*	I can't sleep.
322740	You had better turn off the light before you go to sleep.
322736*	I couldn't sleep.
322726	A sleeping child looks like an angel.
322724*	I had my wallet stolen while I was asleep.
322721*	Are you sleeping, Tom?
322710*	It is no use studying when you are sleepy.
1438701*	I'm sleepy.
322706	Ethnic minorities struggle against prejudice, poverty, and oppression.
322703	The people suffered under the cruel tyrant.
322697	The Democrats haven't decided on their candidates yet, but in any case they're sure to lose.
322696	One of the advantages of living in a democracy is that one is permitted to say whatever he thinks.
322695	Democracy is one form of government.
322692	Democracy originated in Ancient Greece.
1009159*	Strangely enough, I didn't feel any pain at all.
322678*	I heard a strange sound.
1293047*	Strange rumors are going around.
322672*	My pulse is fast.
322661	There is no knowing what will happen in the future.
1534971	I gave up on receiving the unpaid salary.
593226*	I'm satisfied.
593227*	The seats are all sold out.
322631*	Fill it up.
322630*	Fill it up, please.
508840	I have chronic dermatitis.
322624*	Do you have a fountain pen with you?
322616*	Everything is all right.
322607*	Everything fell into my lap.
322591	How disappointed my parents would be, if I should fail!
2705657	In the unlikely event that I failed, what would my parents say?
322536	In case of an emergency, phone me at this number.
322519	If you should die, what would become of your family?
322511	Insurance is a good idea - just in case.
593537*	Please get me a pillow.
1892800*	Please give me a pillow and a blanket.
322492*	The curtain fell.
322491*	The curtain rose.
322484*	I hear from my friend every year.
322472*	I go every year.
322467*	I'll have to come here every year.
1123567*	I write in my diary every day.
68922*	What time do you get up every day?
322416*	I studied English very hard every day, but I didn't learn a lot.
322393*	I found it difficult to keep a diary every day.
855245*	Brush your teeth after every meal.
322352*	I'll bring my sister to the party.
1409653*	My sister will get married early next year.
322312*	I gave my sister a pearl necklace on her birthday.
322300*	How's your sister?
322279	Do you know how to play mahjong?
322237*	Tell me a true story.
322229	The real war is much more horrible than this story.
322223*	To tell the truth, I didn't go there.
322206	To tell the truth, I didn't solve this question.
322172*	I do think so.
273617*	That's really great!
275979*	I'm very sorry.
1874340*	I really am sorry.
322162	I'm really up a tree.
4381595	Thanks a bunch.
373216*	Really?
322153*	Is that true?
560933*	It's the truth.
410588*	You'd better believe it.
54185*	Let's get down to business.
1065431*	Are you being serious?
433675*	I'm serious.
1327057	Seriously?
322116*	Put your books away.
2701912*	Close your books.
1409550*	I fell asleep while reading a book.
322102*	Reading books is very interesting.
322096*	I fell asleep while reading.
322097*	Don't eat while reading.
453893*	Don't open your book.
2762858*	Please give me the book.
322058	You are allowed to check out not more than five books at a time.
322038*	There are a lot of sheep in the pasture.
2662038	You don't like me, but you were dating me?
322028*	We had our photo taken on the beach.
322022	We were satisfied with the delicious food.
410791	When can we eat, I wonder.
321996	The prospects for our victory are excellent.
321994*	I agree with you that we should try again.
321985*	Me, too.
321980*	I'm busy preparing for the trip.
2271412	私は夜型の人間です。
321964	I have much to do.
321960*	I'll be watching you.
321948*	I like watching planes take off.
410763*	I'm walking with her.
261260*	I can't make out what she said.
321923	I can't trust in his word.
321899*	I aimed my gun at the target.
321895*	I'll get in.
321888*	I am able to swim across the river.
1106458	僕はこの間この本を買った。
321886	I am afraid of what the teacher will say.
321881	I realized that I couldn't beat him in math.
1904590*	I'm bad at swimming.
321870*	I want to sleep.
